81,10,99,2,5,28,59,28,78,56,92,61,45,59,97,92,68,24,9,40,6,52,99,39,26,37,72,48,57,38,4,16,34,26,24,8,88,6,79,46,23,36,20,71,99,57,4,80,50,37,45,27,39,2,9,0,22,54,63,43,49,33,58,28,80,74,40,66,69,12,46,52,39,97,9,86,36,78,69,30,25,2,82,90,77,15,72,33,52,20,19,64,9,22,63,87,42,5,46,0,47,7,42,99,30,78,98,10,33,81,3,55,76,37,95,12,37,45,26,11,93,28,63,94,12,8,5,12,56,35,51,49,50,97,65,78,46,17,32,41,61,5,75,11,91,59,87,66,26,22,0,42,3,28,25,74,27,5,66,60,3,47,27,49,35,76,36,86,85,53,91,96,56,44,73,29,43,53,69,48,80,96,6,81,84,9,3,68,53,12,40,67,73,27,86,26,85,46,94,31,

0,42,32,41,39,2,46,0,34,26,27,49,45,27,94,31,79,46,82,90,9,86,80,74,5,28,9,22,46,17,51,49,22,54,6,81,76,37,40,66,61,5,47,7,36,86,33,81,68,24,3,68,23,36,69,48,65,78,85,46,59,28,52,20,3,28,63,43,87,66,53,12,88,6,3,47,80,96,99,57,56,35,26,11,39,97,35,76,4,80,69,30,50,37,69,12,99,39,50,97,91,96,46,52,97,92,95,12,78,56,85,53,57,38,73,29,40,67,72,33,49,33,6,52,9,40,12,8,26,22,3,55,26,37,25,2,42,5,42,99,37,45,75,11,93,28,63,94,58,28,73,27,25,74,24,8,91,59,63,87,72,48,4,16,86,26,27,5,56,44,92,61,66,60,45,59,19,64,43,53,77,15,99,2,9,0,98,10,5,12,84,9,81,10,36,78,30,78,20,71,
72,33,65,78,30,78,36,86,50,37,26,22,39,2,56,44,20,71,39,97,49,33,52,20,99,2,69,30,69,12,26,11,80,96,42,99,58,28,73,27,95,12,63,43,23,36,35,76,3,47,36,78,46,0,88,6,84,9,69,48,9,86,45,27,6,81,26,37,63,94,63,87,42,5,68,24,4,80,57,38,3,68,75,11,4,16,81,10,82,90,0,42,33,81,91,59,91,96,5,28,3,28,9,0,53,12,79,46,98,10,85,53,92,61,12,8,6,52,3,55,32,41,51,49,99,39,40,67,25,74,24,8,5,12,72,48,19,64,50,97,97,92,9,40,27,49,80,74,46,17,56,35,22,54,40,66,46,52,34,26,43,53,73,29,93,28,59,28,86,26,76,37,78,56,85,46,94,31,37,45,99,57,87,66,27,5,9,22,45,59,77,15,25,2,47,7,61,5,66,60,
0,42,32,41,39,2,46,0,72,48,66,60,45,27,73,27,79,46,82,90,9,86,9,0,5,28,63,87,91,59,51,49,24,8,6,81,98,10,58,28,61,5,47,7,36,86,33,81,68,24,3,68,23,36,69,48,65,78,84,9,99,2,52,20,3,28,63,43,25,74,53,12,88,6,3,47,80,96,4,16,5,12,26,11,39,97,35,76,4,80,69,30,50,37,69,12,99,39,50,97,91,96,19,64,97,92,95,12,92,61,85,53,57,38,56,44,40,67,72,33,49,33,6,52,9,40,12,8,26,22,3,55,26,37,25,2,42,5,42,99,63,94,75,11,27,49,80,74,46,17,56,35,22,54,40,66,46,52,34,26,43,53,73,29,93,28,59,28,86,26,76,37,78,56,85,46,94,31,37,45,99,57,87,66,27,5,9,22,45,59,77,15,81,10,36,78,30,78,20,71,
0,42,32,41,39,2,46,0,24,8,37,45,45,27,94,31,79,46,82,90,9,86,4,16,5,28,9,22,58,28,51,49,63,87,6,81,76,37,91,59,61,5,47,7,36,86,33,81,80,74,3,68,23,36,69,48,65,78,85,46,72,48,52,20,3,28,63,43,87,66,53,12,88,6,3,47,80,96,99,57,73,27,26,11,39,97,35,76,4,80,69,30,50,37,69,12,99,39,50,97,91,96,25,74,97,92,95,12,78,56,85,53,57,38,56,44,40,67,72,33,49,33,6,52,9,40,12,8,26,22,3,55,26,37,25,2,42,5,42,99,63,94,75,11,27,49,68,24,46,17,56,35,22,54,40,66,46,52,34,26,27,5,73,29,93,28,59,28,86,26,92,61,66,60,45,59,19,64,43,53,77,15,99,2,9,0,98,10,5,12,84,9,81,10,36,78,30,78,20,71,
63,94,42,99,39,2,46,0,97,92,66,60,45,27,26,22,4,16,49,33,63,87,82,90,81,10,42,5,95,12,72,33,50,37,36,78,58,28,73,27,69,30,57,38,68,24,6,81,36,86,9,86,23,36,69,48,65,78,84,9,99,2,52,20,75,11,63,43,91,59,56,44,88,6,3,47,80,96,26,37,69,12,26,11,39,97,35,76,4,80,0,42,33,81,30,78,91,96,5,28,3,28,9,0,53,12,79,46,98,10,85,53,92,61,12,8,6,52,3,55,32,41,51,49,99,39,40,67,25,74,24,8,5,12,72,48,19,64,50,97,3,68,9,40,27,49,80,74,46,17,56,35,22,54,40,66,46,52,34,26,43,53,73,29,93,28,59,28,86,26,76,37,78,56,85,46,94,31,37,45,99,57,87,66,27,5,9,22,45,59,77,15,25,2,47,7,61,5,20,71,
0,42,32,41,39,2,46,0,24,8,37,45,45,27,94,31,79,46,82,90,87,66,4,16,5,28,9,22,76,37,51,49,63,87,6,81,3,68,58,28,61,5,47,7,36,86,33,81,80,74,9,86,23,36,69,48,65,78,85,46,72,48,52,20,3,28,63,43,91,59,53,12,88,6,3,47,80,96,99,57,73,27,26,11,39,97,35,76,4,80,69,30,50,37,69,12,99,39,50,97,91,96,25,74,97,92,95,12,78,56,85,53,57,38,56,44,40,67,72,33,49,33,6,52,9,40,12,8,26,22,3,55,26,37,25,2,42,5,42,99,63,94,75,11,27,49,68,24,46,17,56,35,22,54,40,66,46,52,34,26,27,5,73,29,93,28,59,28,86,26,92,61,66,60,45,59,19,64,43,53,77,15,99,2,9,0,98,10,5,12,84,9,81,10,36,78,30,78,20,71,
66,60,61,5,39,2,46,0,49,33,42,5,45,27,26,22,4,16,36,78,63,87,82,90,97,92,63,94,95,12,72,33,50,37,47,7,58,28,73,27,69,30,57,38,68,24,6,81,36,86,9,86,32,41,69,48,65,78,84,9,99,2,52,20,75,11,63,43,91,59,56,44,88,6,3,47,80,96,26,37,69,12,26,11,39,97,35,76,4,80,0,42,33,81,25,2,91,96,5,28,3,28,9,0,53,12,79,46,98,10,85,53,92,61,42,99,6,52,3,55,23,36,51,49,99,39,40,67,25,74,24,8,5,12,72,48,19,64,50,97,3,68,9,40,27,49,80,74,46,17,56,35,22,54,40,66,46,52,34,26,43,53,73,29,93,28,59,28,86,26,76,37,78,56,85,46,94,31,37,45,99,57,87,66,27,5,9,22,45,59,77,15,81,10,12,8,30,78,20,71,
25,74,32,41,39,2,46,0,24,8,37,45,45,27,3,68,4,16,9,22,63,87,82,90,79,46,51,49,61,5,76,37,50,37,47,7,58,28,73,27,69,30,99,39,72,48,6,81,36,86,9,86,23,36,69,48,65,78,94,31,97,92,52,20,87,66,63,43,91,59,85,46,88,6,3,47,80,96,99,57,69,12,26,11,39,97,35,76,4,80,0,42,33,81,50,97,91,96,5,28,3,28,80,74,53,12,95,12,78,56,85,53,57,38,56,44,40,67,72,33,49,33,6,52,9,40,12,8,26,22,3,55,26,37,25,2,42,5,42,99,63,94,75,11,27,49,68,24,46,17,56,35,22,54,40,66,46,52,34,26,27,5,73,29,93,28,59,28,86,26,92,61,66,60,45,59,19,64,43,53,77,15,99,2,9,0,98,10,5,12,84,9,81,10,36,78,30,78,20,71,
25,74,32,41,39,2,46,0,24,8,37,45,45,27,3,68,4,16,9,22,63,87,82,90,79,46,51,49,61,5,76,37,50,37,47,7,58,28,73,27,69,30,99,39,72,48,6,81,36,86,9,86,23,36,69,48,65,78,94,31,97,92,52,20,87,66,63,43,91,59,85,46,88,6,3,47,80,96,99,57,69,12,26,11,39,97,35,76,4,80,0,42,33,81,50,97,91,96,5,28,3,28,80,74,53,12,95,12,78,56,85,53,57,38,56,44,40,67,72,33,49,33,6,52,9,40,12,8,26,22,3,55,26,37,25,2,42,5,42,99,63,94,75,11,27,49,68,24,46,17,56,35,22,54,40,66,46,52,34,26,27,5,73,29,93,28,59,28,86,26,92,61,66,60,45,59,19,64,43,53,77,15,99,2,9,0,98,10,5,12,84,9,81,10,36,78,30,78,20,71,
25,74,12,8,39,2,46,0,24,8,37,45,45,27,3,68,4,16,9,22,63,87,82,90,79,46,51,49,61,5,76,37,50,37,47,7,58,28,73,27,69,30,99,39,72,48,6,81,36,86,9,86,23,36,69,48,65,78,94,31,97,92,52,20,87,66,63,43,91,59,85,46,88,6,72,33,80,96,99,57,69,12,26,11,39,97,35,76,4,80,0,42,33,81,50,97,91,96,5,28,3,28,80,74,53,12,95,12,78,56,85,53,57,38,56,44,40,67,3,47,49,33,6,52,9,40,32,41,26,22,3,55,26,37,25,2,42,5,42,99,63,94,75,11,27,49,68,24,46,17,56,35,22,54,40,66,46,52,34,26,27,5,73,29,93,28,59,28,86,26,92,61,66,60,45,59,19,64,43,53,77,15,99,2,9,0,98,10,5,12,84,9,81,10,36,78,30,78,20,71,
